//
// Structure of Database :
//ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

//arug_cas03
//ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
2004,G_WILD_ROSE1,Wild Rose,Wild Rose,38,1,0,111,68,1,1,2,1,2,1,2,3,4,5,6,10,12,0,2,24,131,100,964,864,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,G_WILD_ROSE2,Wild Roses,Wild Roses,38,1,0,111,68,1,1,2,1,2,1,2,3,4,5,6,10,12,0,2,24,131,100,964,864,288,1,100,7539,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Crusader quest monsters with poring stats (No drops)
//1910,C_GHOUL,Ghoul,Ghoul,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,131,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1911,C_KHALITZBURG,Khalitzburg,Khalitzburg,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,131,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1912,C_INJUSTICE,Injustice,Injustice,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,131,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1913,C_REQUIEM,Requiem,Requiem,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,131,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1914,C_RAYDRIC_ARCHER,Raydric Archer,Raydric Archer,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,131,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Easter Event Monsters
//1920,EASTER_EGG,Easter Egg,Easter Egg,3,300,0,4,4,0,1,2,20,20,1,1,1,1,1,20,10,12,0,0,60,128,1000,1001,1,1,0,0,0,0,0,0,0,0,1010,250,935,500,558,300,501,200,501,200,713,800,558,300,558,300,0,0,0,0
//1921,EASTER_BUNNY,Easter Bunny,Easter Bunny,6,1800,0,60,55,1,20,26,0,40,1,36,6,1,11,80,10,10,0,2,60,149,200,1456,456,336,0,0,0,0,0,0,0,0,2250,200,515,8000,727,1200,746,1500,706,30,622,50,534,5000,0,0,0,0,4006,70

// eAthena Dev Team
//1900,VALARIS,Valaris,Valaris,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,1941,100,1068,768,576,13000,5000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1901,VALARIS_WORSHIPPER,Valaris's Worshipper,Valaris's Worshipper,50,8578,0,2706,1480,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,1685,100,868,480,120,0,0,0,0,0,0,0,0,923,500,984,63,1464,2,607,50,610,100,503,300,2405,50,0,0,0,0,4129,1
//1902,MC_CAMERI,MC Cameri,MC Cameri,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,1941,100,1068,768,576,13000,5000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1903,POKI,Poki#3,Poki#3,99,1349000,0,4093000,1526000,9,4892,9113,22,35,1,180,39,67,193,130,10,12,1,7,64,1941,120,500,672,480,92100,7000,603,5500,617,3000,1723,1000,1228,100,1236,500,617,2500,1234,75,1237,125,1722,250,1724,100,1720,50,0,0,0,0

// Mobs used for eAthena's Custom Equipped Mobs
//1970,PORING_,Pet Poring,Pet Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,131,400,1872,672,480,0,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,741,5,619,20,0,0,0,0,4001,20
//1971,CHONCHON__,Pet Chonchon,Pet Chonchon,4,67,0,5,4,1,10,13,10,0,1,10,4,5,12,2,10,12,0,4,24,129,200,1076,576,480,0,0,0,0,0,0,0,0,998,50,935,6500,909,1500,1173,55,601,100,742,5,1002,150,0,0,0,0,4009,5
//1972,SPORE_,Pet Spore,Pet Spore,9,327,0,22,17,1,24,29,0,5,1,9,9,1,14,5,10,12,1,3,21,129,200,1872,672,288,0,0,0,0,0,0,0,0,921,5000,507,800,510,50,743,5,2220,40,921,5,578,100,0,0,0,0,4022,5
//1973,PECOPECO_,Pet Peco Peco,Pet Peco Peco,13,531,0,85,36,1,35,46,0,0,1,13,13,25,27,9,10,12,2,2,23,649,200,1564,864,576,0,0,0,0,0,0,0,0,925,5500,2402,20,508,50,507,900,1604,100,582,60,0,0,0,0,0,0,4031,3
//1974,ORK_WARRIOR_,Pet Orc Warrior,Pet Orc Warrior,24,1400,0,261,160,1,104,126,10,5,1,24,48,25,34,10,10,12,1,7,22,2693,200,500,864,288,0,0,0,0,0,0,0,0,998,210,931,5500,756,40,2267,3,1352,10,1304,5,1301,100,0,0,0,0,4066,1
//1975,MUNAK_,Pet Munak,Pet Munak,30,2872,0,361,218,1,180,230,0,0,1,15,20,5,46,15,10,12,1,1,29,2693,200,2468,768,288,0,0,0,0,0,0,0,0,901,5500,2264,1,2404,15,609,20,2337,1,2305,100,1558,5,0,0,0,0,4090,3
//1976,ISIS_,Pet Isis,Pet Isis,43,4828,0,2396,993,1,423,507,10,35,1,65,43,30,72,15,10,12,2,6,27,661,200,1384,768,336,0,0,0,0,0,0,0,0,936,5500,2233,5,2603,1,733,150,732,20,954,1000,731,1,0,0,0,0,4116,1
//1977,POPORING_,Pet Poporing,Pet Poporing,14,344,0,81,44,1,59,72,0,10,1,14,14,1,19,15,10,12,1,3,25,131,300,1672,672,480,0,0,0,0,0,0,0,0,938,5500,910,1500,511,500,514,200,729,5,0,0,0,0,0,0,0,0,4033,5
//1978,HUNTER_FLY_,Pet Hunter Fly,Pet Hunter Fly,42,5242,0,1517,952,1,246,333,25,15,1,105,32,15,72,30,10,12,0,4,44,2693,150,676,576,480,0,0,0,0,0,0,0,0,996,30,999,100,943,5500,912,1300,756,129,2259,1,1226,2,0,0,0,0,4115,1
//1979,STEEL_CHONCHON_,Pet Steel Chonchon,Pet Steel Chonchon,17,530,0,109,71,1,54,65,15,0,1,43,17,5,33,10,10,12,0,4,24,651,150,1076,576,480,0,0,0,0,0,0,0,0,992,70,999,30,910,2400,935,3500,943,30,998,200,1002,500,0,0,0,0,4042,1
//1980,PICKY__,Pet Picky,Pet Picky,3,80,0,4,3,1,9,12,0,0,1,3,3,5,10,30,10,12,0,2,23,129,200,988,288,168,0,0,0,0,0,0,0,0,916,6500,949,700,2302,150,507,550,519,300,715,50,0,0,0,0,0,0,4008,10
//1981,ROCKER_,Pet Rocker,Pet Rocker,9,198,0,20,16,1,24,29,5,10,1,9,18,10,14,15,10,12,1,4,22,129,200,1864,864,540,0,0,0,0,0,0,0,0,940,5000,909,5500,2298,4,1402,80,520,10,752,5,703,3,0,0,0,0,4021,10
//1982,SMOKIE_,Pet Smokie,Pet Smokie,18,641,0,134,86,1,61,72,0,10,1,18,36,25,26,35,10,12,0,2,22,145,200,1576,576,420,0,0,0,0,0,0,0,0,945,5500,919,5500,516,800,2213,2,754,2,912,6,729,3,0,0,0,0,4044,1
//1983,YOYO_,Pet Yoyo,Pet Yoyo,19,879,0,148,93,1,71,82,0,0,1,24,30,35,32,55,10,12,0,2,22,651,200,1054,54,384,0,0,0,0,0,0,0,0,942,5500,513,1500,508,100,919,5000,753,5,756,24,578,200,0,0,0,0,4051,1
//1984,LUNATIC_,Pet Lunatic,Pet Lunatic,3,60,0,6,2,1,9,12,0,20,1,3,3,10,8,60,10,12,0,2,60,129,200,1456,456,336,0,0,0,0,0,0,0,0,705,6500,949,1000,2262,4,1102,100,512,600,515,1100,622,20,0,0,0,0,4006,15
//1985,POISON_SPORE_,Pet Poison Spore,Pet Poison Spore,19,665,0,186,93,1,89,101,0,0,1,19,25,1,24,1,10,12,1,3,25,2693,200,1672,672,288,0,0,0,0,0,0,0,0,7033,5500,2221,20,511,550,510,50,972,30,921,1200,912,6,0,0,0,0,4048,2
//1986,BAPHOMET__,Pet Baphomet Jr.,Pet Baphomet Jr.,50,8578,0,2706,1480,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,1685,100,868,480,120,0,0,0,0,0,0,0,0,923,500,984,63,1464,2,607,50,610,100,503,300,2405,50,0,0,0,0,4129,1
//1987,DESERT_WOLF_B_,Pet Baby Desert Wolf,Pet Baby Desert Wolf,9,164,0,20,16,1,30,36,0,0,1,9,9,5,21,40,10,12,0,2,23,649,300,1600,900,240,0,0,0,0,0,0,0,0,1010,85,919,5500,2306,60,517,600,2301,200,0,0,0,0,0,0,0,0,4023,10
//1988,DEVIRUCHI_,Pet Deviruchi,Pet Deviruchi,46,7360,0,2662,1278,1,475,560,10,25,1,69,40,55,87,30,10,12,0,6,27,1685,150,980,600,384,0,0,0,0,0,0,0,0,1038,5500,1039,400,0,0,1458,2,1009,5,912,1500,756,154,0,0,0,0,4122,1
//1989,DOKEBI__,Pet Dokebi,Pet Dokebi,33,2697,0,889,455,1,197,249,0,10,1,50,40,35,69,40,10,12,0,6,27,145,250,1156,456,384,0,0,0,0,0,0,0,0,1021,5500,757,112,1517,2,1613,1,969,1,1501,300,1005,5,0,0,0,0,4098,1
//1990,DROPS_,Pet Drops,Pet Drops,3,55,0,4,3,1,10,13,0,0,1,3,3,1,12,15,10,12,1,3,23,131,400,1452,672,480,0,0,0,0,0,0,0,0,909,7500,1602,80,938,500,512,1100,713,1700,741,5,620,20,0,0,0,0,4004,10
//1991,PETIT__,Pet Earth Petite,Pet Earth Petite,44,6881,0,1677,1034,1,360,427,30,30,1,44,62,69,79,60,10,12,1,9,22,661,200,1624,620,384,0,0,0,0,0,0,0,0,1035,5500,1037,300,756,140,509,1000,1510,150,912,1500,606,15,0,0,0,0,4118,1
//1992,SAVAGE_BABE_,Pet Savage Babe,Pet Savage Babe,7,182,0,14,12,1,20,25,0,0,1,7,14,5,12,35,10,12,0,2,22,129,400,1624,624,576,0,0,0,0,0,0,0,0,919,5500,1302,100,517,500,1750,1000,949,850,1010,80,627,20,0,0,0,0,4017,1
//1993,SOHEE_,Pet Sohee,Pet Sohee,33,5628,0,739,455,1,210,251,0,10,1,33,33,10,58,15,10,12,1,6,21,145,300,2112,912,576,0,0,0,0,0,0,0,0,1020,5500,1049,50,2277,1,2504,5,1217,5,501,1000,662,100,0,0,0,0,4100,1
//1994,BON_GUN_,Pet Bon Gun,Pet Bon Gun,32,3520,0,424,242,1,220,260,0,0,1,15,36,10,48,15,10,12,1,1,29,661,200,1720,500,420,0,0,0,0,0,0,0,0,1094,5500,7014,40,618,60,2337,2,609,15,508,1000,502,250,5046,1,0,0,4212,1

//Custom Fire Poring. Warning, Colides with META_DENIRO
//1239,FIRE_PORING,Fire Poring,Fire Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,131,400,1872,672,480,0,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,741,5,619,20,0,0,0,0,4001,20





//====================================
//-=-=-CSS25 Custom Monster(MALE)-=-=-
//====================================
2068,NOVICE,Aprendiz,Aprendiz,80,5000,0,2000,1500,1,500,750,30,35,1,90,90,35,125,65,10,10,1,7,80,149,100,600,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16100,1

2069,SWORDMAN,Espadachim,Espadachim,80,25000,0,4000,3000,2,1000,1500,60,70,1,90,120,35,150,65,10,10,1,7,80,149,100,600,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16101,1
2070,MAGICIAN,Mago,Mago,80,15000,0,4000,3000,6,1000,1500,60,70,1,35,90,150,90,65,10,10,1,7,80,149,100,1000,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16102,1
2071,ARCHER,Arqueiro,Arqueiro,80,15000,0,4000,3000,9,1000,1500,60,70,1,120,35,35,200,65,10,10,1,7,80,149,100,550,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16104,1
2072,ACOLYTE,Noviço,Noviço,80,20000,0,4000,3000,1,1000,1500,60,70,1,35,150,150,150,65,10,10,1,7,80,149,100,800,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16106,1
2073,MERCHANT,Mercador,Mercador,80,20000,0,4000,3000,1,1000,1500,60,75,1,90,90,35,150,65,10,10,1,7,80,149,100,480,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16105,1
2074,THIEF,Gatuno,Gatuno,80,20000,0,4000,3000,1,1000,1500,60,70,1,150,70,35,150,65,10,10,1,7,80,149,100,480,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16103,1

2075,KNIGHT,Knight,Cavaleiro,90,75000,0,12000,9000,1,2000,2500,60,70,1,200,90,35,200,65,10,10,1,7,80,149,100,300,300,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16107,1
2076,PRIEST,Priest,Sacerdote,90,60000,10,12000,9000,1,2000,2500,70,80,1,1,100,300,200,65,10,10,1,7,86,149,100,700,672,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16118,1
2077,WIZARD,Wizard,Bruxo,90,40000,0,12000,9000,6,2000,2500,60,70,1,35,35,200,150,65,10,12,2,7,89,149,100,700,768,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16113,1
2078,BLACKSMITH,Blacksmith,Ferreiro,90,60000,0,12000,9000,1,2000,2500,60,70,1,150,170,35,200,65,10,12,2,7,87,149,100,450,580,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16116,1
2079,HUNTER,Hunter,Caçador,90,50000,0,12000,9000,9,2000,2500,60,35,1,200,90,90,500,65,10,12,1,7,80,149,100,500,480,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16111,1
2080,ASSASSIN,Assassin,Mercenário,90,60000,0,12000,9000,1,2000,2500,60,40,1,300,35,35,150,200,10,12,1,7,85,149,100,400,1956,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16109,1
2081,KNIGHT_PECO,Knight Peco,Cavaleiro Montado,90,75000,0,12000,9000,1,2000,2500,80,70,1,120,200,35,150,65,10,10,1,7,80,149,70,500,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16107,1

2082,CRUSADER,Crusader,Templário,90,75000,0,12000,9000,1,2000,2500,80,50,1,90,200,35,200,65,10,10,1,7,80,149,100,400,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16108,1
2083,MONK,Monk,Monge,90,50000,2000,12000,9000,1,2000,2500,60,70,1,90,120,35,200,65,10,10,1,7,80,149,100,600,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,1810,5,16119,1
2084,SAGE,Sage,Sábio,90,50000,100,12000,9000,6,2000,2500,30,100,1,120,90,200,200,60,10,12,2,7,89,149,100,700,768,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16114,1
2085,ROUGE,Rouge,Arruaceiro,90,50000,0,12000,9000,1,2000,2500,40,70,1,250,90,35,200,65,10,10,1,7,80,149,100,300,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16110,1
2086,ALCHEMIST,Alchemist,Alquimista,90,50000,0,12000,9000,1,2000,2500,60,70,1,90,150,25,200,50,10,12,2,7,87,149,100,500,768,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16117,1
2087,BARD,Bard,Bardo,90,50000,0,12000,9000,9,2000,2500,60,70,1,90,150,400,350,5,10,12,1,7,80,149,100,550,480,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16112,1
2088,CRUSADER_PECO,Crusader Peco,Templário Montado,90,50000,0,12000,9000,1,2000,2500,60,70,1,90,150,200,200,65,10,10,1,7,80,149,70,800,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16108,1

2089,SUPER_NOVICE,Spok,Super Aprendiz,98,6442000,0,300000,250000,2,10000,14000,85,90,1,120,47,175,800,465,12,14,1,7,62,1205,90,250,250,250,2860,2000,16510,10,0,0,0,0,5055,400,5119,400,5112,100,2628,200,2512,200,2416,200,2340,200,569,750,7005,500,16137,1

//2090,NOVICE_HIGH,Aprendiz T,Novice High,85,100000,0,6000,4500,1,1500,2000,60,70,1,100,100,35,200,65,10,10,1,7,80,149,100,700,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16100,1
2091,SWORDMAN_HIGH,Espadachim T,Swordman High,85,120000,0,6000,4500,1,2500,3000,80,80,1,110,150,35,200,65,10,12,1,7,80,149,100,500,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16101,1
2092,MAGICIAN_HIGH,Gui,Magician High,85,100000,0,6000,4500,9,3500,5000,40,90,1,10,100,175,400,5,10,12,1,7,80,149,100,800,480,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16102,1
2093,ARCHER_HIGH,Duttz,Arqueiro T,85,100000,0,6000,4500,9,1500,2000,60,50,1,150,30,120,550,50,10,12,1,7,80,149,100,450,480,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16104,1
2094,ACOLYTE_HIGH,Muurer,Acolyte High,85,100000,0,6000,4500,9,2000,4000,60,80,1,50,300,250,500,5,10,12,1,7,80,149,100,800,480,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16106,1
2095,MERCHANT_HIGH,Mercador T,Merchant High,85,100000,0,6000,4500,1,1500,2000,80,70,1,120,150,25,230,50,10,12,2,7,87,149,100,550,500,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16105,1
2096,THIEF_HIGH,Gatuno T,Thief High,85,100000,0,6000,4500,1,3500,5000,60,60,1,200,50,35,430,65,10,10,1,7,80,149,100,400,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16103,1

2097,LORD_KNIGHT,Turok,Lorde,100,8442000,0,300000,250000,1,9000,17000,64,72,1,112,117,25,956,187,10,12,2,0,20,1205,60,300,300,300,3410,1800,16507,12,0,0,0,0,504,520,608,200,2229,100,2228,200,2413,200,2623,40,1415,50,9933,1,7005,500,16120,1
2098,HIGH_PRIEST,Bola,Sumo-Sacerdote,100,7653000,0,300000,250000,4,10000,15000,30,40,1,2,54,500,999,400,10,12,1,8,66,1205,90,500,480,300,3210,2000,16506,13,0,0,0,0,518,500,523,200,523,200,604,60,607,40,9924,30,5057,100,0,0,7005,500,16131,1
2099,HIGH_WIZARD,Dr.Pimpolho,Arquimago,100,6546000,0,300000,250000,9,5000,12000,30,90,1,2,21,200,500,6,10,12,1,7,80,1205,90,800,880,576,1600,14,16606,21,0,0,0,0,2235,40,2234,40,1616,20,1615,80,1614,60,2630,4,683,150,683,200,7005,500,16127,1
2100,WHITESMITH,Elfo,Mestre Ferreiro,100,7999999,0,300000,250000,1,10000,15000,70,60,1,100,150,135,700,100,10,12,2,2,48,1205,90,350,480,400,2000,10,16601,12,0,0,0,0,1367,100,12220,500,1368,50,2318,70,5179,25,5017,2500,5325,25,0,0,7005,500,16129,1
2101,SNIPER,Baltazar,Atirador de Elite,100,9321000,0,300000,250000,9,20000,20000,73,51,1,50,38,200,999,400,10,12,1,6,68,1205,80,200,480,300,3920,30000,16509,7,0,0,0,0,0,0,12014,30,16603,60,12103,20,518,500,607,50,1722,150,9933,1,7005,500,16124,1
2102,ASSASSIN_CROSS,Meteoro,Algoz,100,4500000,0,300000,250000,1,4000,4000,60,70,1,300,57,235,750,599,10,12,1,2,85,1205,90,80,80,100,2400,100,16503,15,0,0,0,0,12108,250,12060,200,5143,180,12112,100,12113,120,5003,60,1266,200,1264,100,7005,500,16122,1

2103,PALADIN,Yuri,Paladino,100,9442000,0,300000,250000,1,5000,7000,80,80,1,2,60,200,750,3,10,10,1,8,84,1205,60,500,500,500,2300,100,16602,19,0,0,0,0,605,200,607,74,608,125,2411,200,2412,42,2413,150,2341,100,2342,34,7005,500,16121,1
2105,PROFESSOR,Brunim,Professor,100,8312000,100,300000,250000,2,6000,14000,40,100,1,3,45,200,600,15,10,12,1,0,89,1205,90,500,500,500,1999,97,16605,22,0,0,0,0,0,0,0,0,0,0,617,300,12103,300,1560,200,12040,200,7523,300,7005,500,16128,1
2104,CHAMPION,Gleen,Mestre,100,5500000,1300,300000,250000,1,5000,7000,60,80,1,120,200,250,750,65,10,10,1,7,28,1205,90,300,300,300,2600,100,16504,9,0,0,0,0,1814,160,1531,140,1530,4,2251,400,2508,300,0,0,9928,95,9928,75,7005,500,16132,1
2106,STALKER,T.Roz,Desordeiro,100,6853000,0,300000,250000,1,8000,18000,80,60,1,300,53,185,950,1,10,12,1,9,21,1205,80,150,500,500,5000,20,16502,13,0,0,0,0,1238,70,1237,80,2337,100,2274,90,2263,100,706,100,682,110,9926,100,7005,500,16123,1
