//
// Structure of Database :
//ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

//arug_cas03
//-=-=-CSS25 Custom Monster(MALE)-=-=-
//====================================
3068,NOVICE,Aprendiz,Aprendiz,80,5000,0,2000,1500,1,500,750,30,35,1,90,90,35,125,65,10,10,1,7,80,149,100,600,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16100,1

3069,SWORDMAN,Espadachim,Espadachim,80,25000,0,4000,3000,2,1000,1500,60,70,1,90,120,35,150,65,10,10,1,7,80,149,100,600,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16101,1
3070,MAGICIAN,Mago,Mago,80,15000,0,4000,3000,6,1000,1500,60,70,1,35,90,150,90,65,10,10,1,7,80,149,100,1000,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16102,1
3071,ARCHER,Arqueiro,Arqueiro,80,15000,0,4000,3000,9,1000,1500,60,70,1,120,35,35,200,65,10,10,1,7,80,149,100,550,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16104,1
3072,ACOLYTE,Noviço,Noviço,80,20000,0,4000,3000,1,1000,1500,60,70,1,35,150,150,150,65,10,10,1,7,80,149,100,800,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16106,1
3073,MERCHANT,Mercador,Mercador,80,20000,0,4000,3000,1,1000,1500,60,75,1,90,90,35,150,65,10,10,1,7,80,149,100,480,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16105,1
3074,THIEF,Gatuno,Gatuno,80,20000,0,4000,3000,1,1000,1500,60,70,1,150,70,35,150,65,10,10,1,7,80,149,100,480,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16103,1

3075,KNIGHT,Knight,Cavaleiro,90,75000,0,12000,9000,1,2000,2500,60,70,1,200,90,35,200,65,10,10,1,7,80,149,100,300,300,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16107,1
3076,PRIEST,Priest,Sacerdote,90,60000,10,12000,9000,1,2000,2500,70,80,1,1,100,300,200,65,10,10,1,7,86,149,100,700,672,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16118,1
3077,WIZARD,Wizard,Bruxo,90,40000,0,12000,9000,6,2000,2500,60,70,1,35,35,200,150,65,10,12,2,7,89,149,100,700,768,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16113,1
3078,BLACKSMITH,Blacksmith,Ferreiro,90,60000,0,12000,9000,1,2000,2500,60,70,1,150,170,35,200,65,10,12,2,7,87,149,100,450,580,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16116,1
3079,HUNTER,Hunter,Caçador,90,50000,0,12000,9000,9,2000,2500,60,35,1,200,90,90,500,65,10,12,1,7,80,149,100,500,480,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16111,1
3080,ASSASSIN,Assassin,Mercenário,90,60000,0,12000,9000,1,2000,2500,60,40,1,300,35,35,150,200,10,12,1,7,85,149,100,400,1956,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16109,1
3081,KNIGHT_PECO,Knight Peco,Cavaleiro Montado,90,75000,0,12000,9000,1,2000,2500,80,70,1,120,200,35,150,65,10,10,1,7,80,149,70,500,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16107,1

3082,CRUSADER,Crusader,Templário,90,75000,0,12000,9000,1,2000,2500,80,50,1,90,200,35,200,65,10,10,1,7,80,149,100,400,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16108,1
3083,MONK,Monk,Monge,90,50000,2000,12000,9000,1,2000,2500,60,70,1,90,120,35,200,65,10,10,1,7,80,149,100,600,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,1810,5,16119,1
3084,SAGE,Sage,Sábio,90,50000,100,12000,9000,6,2000,2500,30,100,1,120,90,200,200,60,10,12,2,7,89,149,100,700,768,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16114,1
3085,ROUGE,Rouge,Arruaceiro,90,50000,0,12000,9000,1,2000,2500,40,70,1,250,90,35,200,65,10,10,1,7,80,149,100,300,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16110,1
3086,ALCHEMIST,Alchemist,Alquimista,90,50000,0,12000,9000,1,2000,2500,60,70,1,90,150,25,200,50,10,12,2,7,87,149,100,500,768,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16117,1
3087,BARD,Bard,Bardo,90,50000,0,12000,9000,9,2000,2500,60,70,1,90,150,400,350,5,10,12,1,7,80,149,100,550,480,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16112,1
3088,CRUSADER_PECO,Crusader Peco,Templário Montado,90,50000,0,12000,9000,1,2000,2500,60,70,1,90,150,200,200,65,10,10,1,7,80,149,70,800,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16108,1

3089,SUPER_NOVICE,Spok,Super Aprendiz,98,6442000,0,300000,250000,2,10000,14000,85,90,1,120,47,175,800,465,12,14,1,7,62,1205,90,250,250,250,2860,2000,16510,10,0,0,0,0,5055,400,5119,400,5112,100,2628,200,2512,200,2416,200,2340,200,569,750,7005,500,16137,1

//2090,NOVICE_HIGH,Aprendiz T,Novice High,85,100000,0,6000,4500,1,1500,2000,60,70,1,100,100,35,200,65,10,10,1,7,80,149,100,700,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16100,1
3091,SWORDMAN_HIGH,Espadachim T,Swordman High,85,120000,0,6000,4500,1,2500,3000,80,80,1,110,150,35,200,65,10,12,1,7,80,149,100,500,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16101,1
3092,MAGICIAN_HIGH,Gui,Magician High,85,100000,0,6000,4500,9,3500,5000,40,90,1,10,100,175,400,5,10,12,1,7,80,149,100,800,480,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16102,1
3093,ARCHER_HIGH,Duttz,Arqueiro T,85,100000,0,6000,4500,9,1500,2000,60,50,1,150,30,120,550,50,10,12,1,7,80,149,100,450,480,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16104,1
3094,ACOLYTE_HIGH,Muurer,Acolyte High,85,100000,0,6000,4500,9,2000,4000,60,80,1,50,300,250,500,5,10,12,1,7,80,149,100,800,480,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16106,1
3095,MERCHANT_HIGH,Mercador T,Merchant High,85,100000,0,6000,4500,1,1500,2000,80,70,1,120,150,25,230,50,10,12,2,7,87,149,100,550,500,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16105,1
3096,THIEF_HIGH,Gatuno T,Thief High,85,100000,0,6000,4500,1,3500,5000,60,60,1,200,50,35,430,65,10,10,1,7,80,149,100,400,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16103,1

3097,LORD_KNIGHT,Turok,Lorde,100,8442000,0,300000,250000,1,9000,17000,64,72,1,112,117,25,956,187,10,12,2,0,20,1205,60,300,300,300,3410,1800,16507,12,0,0,0,0,504,520,608,200,2229,100,2228,200,2413,200,2623,40,1415,50,9933,1,7005,500,16120,1
3098,HIGH_PRIEST,Bola,Sumo-Sacerdote,100,7653000,0,300000,250000,4,10000,15000,30,40,1,2,54,500,999,400,10,12,1,8,66,1205,90,500,480,300,3210,2000,16506,13,0,0,0,0,518,500,523,200,523,200,604,60,607,40,9924,30,5057,100,0,0,7005,500,16131,1
3099,HIGH_WIZARD,Dr.Pimpolho,Arquimago,100,6546000,0,300000,250000,9,5000,12000,30,90,1,2,21,200,500,6,10,12,1,7,80,1205,90,800,880,576,1600,14,16606,21,0,0,0,0,2235,40,2234,40,1616,20,1615,80,1614,60,2630,4,683,150,683,200,7005,500,16127,1
3100,WHITESMITH,Elfo,Mestre Ferreiro,100,7999999,0,300000,250000,1,10000,15000,70,60,1,100,150,135,700,100,10,12,2,2,48,1205,90,350,480,400,2000,10,16601,12,0,0,0,0,1367,100,12220,500,1368,50,2318,70,5179,25,5017,2500,5325,25,0,0,7005,500,16129,1
3101,SNIPER,Baltazar,Atirador de Elite,100,9321000,0,300000,250000,9,20000,20000,73,51,1,50,38,200,999,400,10,12,1,6,68,1205,80,200,480,300,3920,30000,16509,7,0,0,0,0,0,0,12014,30,16603,60,12103,20,518,500,607,50,1722,150,9933,1,7005,500,16124,1
3102,ASSASSIN_CROSS,Meteoro,Algoz,100,4500000,0,300000,250000,1,4000,4000,60,70,1,300,57,235,750,599,10,12,1,2,85,1205,90,80,80,100,2400,100,16503,15,0,0,0,0,12108,250,12060,200,5143,180,12112,100,12113,120,5003,60,1266,200,1264,100,7005,500,16122,1

3103,PALADIN,Yuri,Paladino,100,9442000,0,300000,250000,1,5000,7000,80,80,1,2,60,200,750,3,10,10,1,8,84,1205,60,500,500,500,2300,100,16602,19,0,0,0,0,605,200,607,74,608,125,2411,200,2412,42,2413,150,2341,100,2342,34,7005,500,16121,1
3105,PROFESSOR,Brunim,Professor,100,8312000,100,300000,250000,2,6000,14000,40,100,1,3,45,200,600,15,10,12,1,0,89,1205,90,500,500,500,1999,97,16605,22,0,0,0,0,0,0,0,0,0,0,617,300,12103,300,1560,200,12040,200,7523,300,7005,500,16128,1
3104,CHAMPION,Gleen,Mestre,100,5500000,1300,300000,250000,1,5000,7000,60,80,1,120,200,250,750,65,10,10,1,7,28,1205,90,300,300,300,2600,100,16504,9,0,0,0,0,1814,160,1531,140,1530,4,2251,400,2508,300,0,0,9928,95,9928,75,7005,500,16132,1
3106,STALKER,T.Roz,Desordeiro,100,6853000,0,300000,250000,1,8000,18000,80,60,1,300,53,185,950,1,10,12,1,9,21,1205,80,150,500,500,5000,20,16502,13,0,0,0,0,1238,70,1237,80,2337,100,2274,90,2263,100,706,100,682,110,9926,100,7005,500,16123,1
3107,CREATOR,Hermes,Criador,100,7752000,0,300000,250000,1,8000,12000,70,70,1,50,200,205,750,50,10,12,2,3,83,1205,90,300,300,400,5000,20,16508,11,0,0,0,0,7135,200,7136,200,7139,500,616,400,1307,200,1369,60,1136,150,1235,100,7005,500,16130,1
3108,CLOWN,Sola,Menestrel,100,5932000,0,300000,250000,9,7800,10600,65,40,1,200,57,200,990,5,10,12,1,6,61,1205,90,250,250,250,2500,100,16604,18,0,0,0,0,617,300,610,700,12015,400,12015,400,2319,140,1913,180,7005,500,16763,200,0,0,16125,1
3157,GYPSY,Yuufa,Cigana,100,5494000,0,300000,250000,9,6400,10400,60,35,1,190,55,155,990,5,10,12,1,5,82,1205,95,280,280,280,3500,15,16505,17,0,0,0,0,1963,159,505,300,5032,80,2421,40,12109,80,12103,15,604,100,7005,500,16768,300,16126,1

3109,TAEKWON,Taekwon,Taekwon,85,30000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9932,300,7005,500,16134,1
3110,STAR_GLADIATOR,Gladiador Estelar,Gladiador Estelar,98,30000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16135,1
3111,FLYING_STAR_GLADIATOR,Gladiador Estelar,Gladiador Estelar,98,30000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16135,1
3112,SOUL_LINKER,Espiritualista,Espiritualista,98,30000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16136,1

//======================================
//-=-=-CSS25 Custom Monster(FEMALE)-=-=-
//======================================
3113,FEMALE_NOVICE,Garota Aprendiz,Female Novice,80,5000,0,2000,1500,1,500,750,30,35,1,90,90,35,125,65,10,10,1,7,80,149,100,600,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16100,1

3114,FEMALE_SWORDMAN,Garota Espadachim,Female Swordman,80,25000,0,4000,3000,1,1000,1500,60,70,1,90,120,35,150,65,10,10,1,7,80,149,100,600,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16101,1
3115,FEMALE_MAGICIAN,Maga,Female Magician,80,15000,8,4000,3000,1,1000,1500,60,70,1,35,90,150,90,65,10,10,1,7,80,149,100,1000,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16102,1
3116,ARCHERESS,Arqueira,Archeress,80,15000,0,4000,3000,12,1000,1500,60,70,1,120,35,35,200,65,10,10,1,7,80,149,100,550,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16104,1
3117,FEMALE_ACOLYTE,Noviça,Female Acolyte,80,20000,0,4000,3000,1,1000,1500,60,70,1,35,150,150,150,65,10,10,1,7,80,149,100,800,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16106,1
3118,FEMALE_MERCHANT,Mercadora,Female Merchant,80,20000,0,4000,3000,1,1000,1500,60,75,1,90,90,35,150,65,10,10,1,7,80,149,100,480,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16105,1
3119,FEMALE_THIEF,Gatuna,Female Thief,80,20000,0,4000,3000,1,1000,1500,60,70,1,150,70,35,150,65,10,10,1,7,80,149,100,480,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16103,1

3120,FEMALE_KNIGHT,Cavaleira,Female Knight,90,75000,0,12000,9000,1,2000,2500,60,70,1,200,90,35,200,65,10,10,1,7,80,149,100,300,300,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16107,1
3121,PRIESTESS,Sumo-Sacerdotiza,Priestress,90,60000,10,12000,9000,1,2000,2500,70,80,1,1,100,300,200,65,10,10,1,7,86,149,100,700,672,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16118,1
3122,FEMALE_WIZARD,Bruxa,Female Wizard,90,40000,0,12000,9000,6,2000,2500,60,70,1,35,35,200,150,65,10,12,2,7,89,149,100,700,768,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16113,1
3123,FEMALE_BLACKSMITH,Ferreira,Female Blacksmith,90,60000,0,12000,9000,1,2000,2500,60,70,1,150,170,35,200,65,10,12,2,7,87,149,100,450,580,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16116,1
3124,HUNTERESS,Caçadora,Huntress,90,50000,0,12000,9000,9,2000,2500,60,35,1,200,90,90,500,65,10,12,1,7,80,149,100,500,480,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16111,1
3125,FEMALE_ASSASSIN,Assassina,Female Assassin,90,60000,0,12000,9000,1,2000,2500,60,40,1,300,35,35,150,200,10,12,1,7,85,149,100,400,1956,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16109,1
3126,FEMALE_KNIGHT_PECO,Cavaleira Montada,Female Knight,90,75000,0,12000,9000,1,2000,2500,80,70,1,120,200,35,150,65,10,10,1,7,80,149,70,500,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16107,1

3127,FEMALE_CRUSADER,Templária,Female Crusader,90,75000,0,12000,9000,1,2000,2500,60,70,1,90,200,35,200,65,10,10,1,7,80,149,100,400,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16108,1
3128,FEMALE_MONK,Monja,Female Monk,90,50000,0,12000,9000,1,2000,2500,60,70,1,90,120,35,200,65,10,10,1,7,80,149,100,600,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,1810,5,16119,1
3129,FEMALE_SAGE,Sábia,Female Sage,90,50000,0,12000,9000,6,2000,2500,30,70,1,120,90,200,200,60,10,12,2,7,89,149,100,700,768,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16114,1
3130,FEMALE_ROUGE,Arruaceira,Female Rouge,90,50000,0,12000,9000,1,2000,2500,40,70,1,250,90,35,200,65,10,10,1,7,80,149,100,300,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16110,1
3131,FEMALE_ALCHEMIST,Garota Alquimista,Female Alchemist,90,50000,0,12000,9000,1,2000,2500,60,70,1,90,150,25,200,50,10,12,2,7,87,149,100,500,768,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16117,1
3132,FEMALE_CRUSADER_PECO,Templária Montada,Female Crusader Peco,90,50000,0,12000,9000,1,2000,2500,60,70,1,90,150,200,200,65,10,10,1,7,80,149,70,800,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16108,1
3134,DANCER,Odalisca,Dancer,90,50000,0,12000,9000,9,2000,2500,60,70,1,90,150,400,350,5,10,12,1,7,80,149,100,550,480,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,1960,2,16115,1

3133,FEMALE_SUPER_NOVICE,Garota Super Aprendiz,Female Super Novice,90,10000,0,4000,3000,9,1500,2000,60,70,1,120,120,200,200,65,10,12,1,7,80,149,100,500,480,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16133,1

3135,FEMALE_NOVICE_HIGH,Garota Aprendiz T,Garota Aprendiz T,85,100000,0,6000,4500,9,2000,3000,60,70,1,50,300,200,500,5,10,10,1,7,80,181,100,600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16100,1
3136,FEMALE_SWORDMAN_HIGH,Garota Espadachim T,Female Swordman High,85,120000,0,6000,4500,1,2500,3000,80,80,1,110,150,35,200,65,10,12,1,7,80,149,100,500,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16101,1
//3137,FEMALE_MAGICIAN_HIGH,Maga T,Female Magician High,85,25000,0,6000,4500,9,1500,2000,40,90,1,10,100,175,200,5,10,12,1,7,80,181,100,800,480,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16102,1
3138,ARCHERESS_HIGH,Arqueira T,Archeress High,85,100000,0,6000,4500,9,1500,2000,60,50,1,150,30,120,550,50,10,12,1,7,80,149,100,450,480,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16104,1
3139,FEMALE_ACOLYTE_HIGH,Garota Noviça T,Garota Noviça T,85,100000,0,6000,4500,9,2000,4000,60,80,1,50,300,200,500,5,10,12,1,7,80,181,100,800,480,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16106,1
3140,FEMALE_MERCHANT_HIGH,Mercadora T,Female Merchant High,85,36000,0,6000,4500,1,1500,2000,80,70,1,120,150,25,230,50,10,12,2,7,87,181,100,550,500,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16105,1
//3141,FEMALE_THIEF_HIGH,Gatuna T,Female Thief High,85,25000,0,6000,4500,1,1500,2000,60,60,1,200,50,35,230,65,10,10,1,7,80,181,100,400,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16103,1

3142,FEMALE_LORD_KNIGHT,Chii,Cavaleira Lorde,100,8442000,0,3258000,4316000,1,9000,17000,64,72,1,112,97,25,956,187,10,12,2,0,20,1205,60,300,500,300,3410,1800,16507,12,0,0,0,0,504,520,608,200,2229,100,2228,200,2413,200,2623,40,1415,50,9933,1,7005,500,16120,1
3143,HIGH_PRIESTESS,Sumo-Sacerdotiza,Sumo-Sacerdotiza,99,36140,0,8469,6268,1,1600,2150,55,50,1,68,64,25,135,50,10,12,2,7,87,181,100,580,580,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,0,0
